,id,chroma 0 mean,chroma 0 std,chroma 1 mean,chroma 1 std,chroma 2 mean,chroma 2 std,chroma 3 mean,chroma 3 std,chroma 4 mean,chroma 4 std,chroma 5 mean,chroma 5 std,chroma 6 mean,chroma 6 std,chroma 7 mean,chroma 7 std,chroma 8 mean,chroma 8 std,chroma 9 mean,chroma 9 std,chroma 10 mean,chroma 10 std,chroma 11 mean,chroma 11 std,mfccs 0 mean,mfccs 0 std,mfccs 1 mean,mfccs 1 std,mfccs 2 mean,mfccs 2 std,mfccs 3 mean,mfccs 3 std,mfccs 4 mean,mfccs 4 std,mfccs 5 mean,mfccs 5 std,mfccs 6 mean,mfccs 6 std,mfccs 7 mean,mfccs 7 std,mfccs 8 mean,mfccs 8 std,mfccs 9 mean,mfccs 9 std,mfccs 10 mean,mfccs 10 std,mfccs 11 mean,mfccs 11 std,mfccs 12 mean,mfccs 12 std,cent mean,cent std,cent skew,rolloff mean,rolloff std,rolloff skew,contrast 0 mean,contrast 0 std,contrast 1 mean,contrast 1 std,contrast 2 mean,contrast 2 std,contrast 3 mean,contrast 3 std,contrast 4 mean,contrast 4 std,contrast 5 mean,contrast 5 std,contrast 6 mean,contrast 6 std,zrate mean,zrate std,zrate skew,tempo,target
0,YElectronic_74,0.23716565843496362,0.3115712626533045,0.2626745980004765,0.27041841145256806,0.2804779115164814,0.24327485445988253,0.24967890570119775,0.27561674072986464,0.35514189406958074,0.28117292096304225,0.22782330866121173,0.2014099492290436,0.08835186330528064,0.11652908458452624,0.0867814404676343,0.07050302922118043,0.1126441784129039,0.1123845776767282,0.13855680012876637,0.1367697411211786,0.11264991860512118,0.08807714397833917,0.07741741611882702,0.08481098902990238,-259.0385,36.216328,41.185516,34.854816,-8.279042,31.52614,-11.882678,-3.7295702,-33.804604,-0.2703133,3.201302,-4.0242124,11.689318,44.797325,25.811556,18.011951,12.412063,8.223109,11.036051,8.558707,13.195495,14.474523,6.949701,7.275986,5.1867986,8.393541,4255.048127702328,1471.1007930185663,0.27304445752008333,6923.323567708333,873.2919488028036,0.2476406898550256,19.282836020972294,19.55746476056136,23.936070147215073,17.73213121674965,17.66263919295594,20.171778571746025,40.3470392198847,4.087098487175447,6.311012894346606,7.9016924989297355,4.776220205199095,2.8038070830044344,2.5588064992139747,3.5301988269486877,0.2076687282986111,0.13439544861119956,0.98718393065437,143.5546875,0
0,YElectronic_82,0.2556853998665789,0.24453987008871494,0.22929887558731807,0.29038770980617484,0.22448755358869923,0.17872536891836935,0.23122328728895403,0.29092158303522037,0.3560866641975917,0.32984926331916525,0.2715252013996261,0.2098488148891507,0.11006299364829492,0.11229773159315917,0.09571619091900004,0.09290635109606506,0.0869804668438066,0.12715208252678908,0.14114771733524073,0.10110399621718195,0.11464624668135831,0.12928220994735917,0.15312243803996126,0.12010255043017237,-260.1563,33.868683,38.290283,36.786453,-14.203985,30.758074,-11.808077,-0.9601714,-34.91802,3.0037515,0.8794542,-6.1950684,13.862283,51.86443,17.51949,11.452849,8.980413,11.785984,11.260762,7.6979694,11.315336,15.764383,8.53764,9.041681,5.4235334,7.8737955,4170.720339856826,1272.5267711608035,0.4736560980503691,6931.1492919921875,776.1137781192717,0.8306142189564653,18.618257657685362,21.178492069374684,23.55669471069495,17.695276423729947,17.729756660442348,20.225092776907246,41.95038279968063,3.8179772781169157,7.060193387134603,8.089884333850097,4.9412674559714045,3.8125510944554994,3.4383586910650688,3.7767501422601257,0.2016872829861111,0.1252529240446417,0.599950297385497,198.76802884615384,0
0,YElectronic_346,0.40769373445939744,0.2975097200839167,0.20038193078257852,0.20409462751795288,0.21221158484347846,0.13774782786205617,0.13571298327825437,0.16700016379516813,0.28845562402219144,0.368085298344662,0.36628110718313905,0.3424753257118364,0.0683335649961471,0.11510940405632188,0.1093401224896384,0.08379796813095107,0.06975167188722135,0.06091918537397578,0.06334655207496484,0.0680498537915401,0.09209880719490611,0.09761775008806725,0.06959385527109056,0.07768258890153605,-245.76381,70.01515,-4.3085933,21.921156,-3.7188425,17.533224,-5.2066655,4.623049,-22.171755,4.490727,-2.6463902,-0.077101864,9.677137,29.606026,16.073978,13.143689,10.389343,7.801443,6.710295,7.508879,11.02641,10.202916,6.2795024,6.7739563,5.5744915,7.234468,3355.1213663705325,1357.094834000341,1.160890765037945,6277.0782470703125,1314.1574900376784,-0.13111529747708844,19.44220117989157,22.189107124918085,22.48536300324346,17.3914861091272,16.301523025523284,18.42036852326343,39.17040865172747,4.49644272548556,6.511140708502402,6.301210442620136,3.595417226344556,2.551805466118982,2.7209530682799303,2.6161483177110947,0.10023555049189815,0.04511593503803083,0.4361759722878291,143.5546875,0
0,YElectronic_245,0.38430591702813155,0.38381160852630136,0.297844024536209,0.17955999610022283,0.13189871603804726,0.12681525523729306,0.13978470033679,0.21370338412928297,0.35496383569305234,0.36774216600664705,0.2743601010500805,0.21680120939148625,0.09822512968118936,0.11706880097619209,0.10580241495625045,0.08351315635683476,0.06044402296849475,0.07216127426075727,0.08255079410595648,0.091451690508842,0.1122895439152078,0.10963177455399063,0.08833230942692795,0.06209109818527297,-280.65054,39.89776,32.036892,33.131668,-3.5168,26.781973,-12.089869,2.5055742,-28.246786,5.6137276,1.1895505,-0.4056179,12.141252,54.073727,19.356241,15.661603,11.307219,7.8479085,10.700777,8.598296,9.422396,14.612746,5.865358,5.609134,7.0670342,7.2085524,4046.2661199204686,1341.1850266025722,0.7145785225790573,6894.5627848307295,896.0550780871533,0.1416762754311379,21.01125464897844,19.968720650015797,23.092053909278096,16.896989908605132,17.909435784189256,19.334625855777478,41.49086903191422,4.406427390740961,6.50888065145519,7.724935664004333,4.048809299574316,3.589369271429167,2.7169717895154357,4.253049167617874,0.14841263382523148,0.09224517775512416,0.9820276747229331,129.19921875,0
0,YElectronic_369,0.17883787087312883,0.1390795464297089,0.10932876195607807,0.11695920825009794,0.18453456168582125,0.11700074555542964,0.11912703817349836,0.35541762006212163,0.5659032663405517,0.4264179743765074,0.2891778952427681,0.26171473982530913,0.11655154933738325,0.0904255021642225,0.0735777136112137,0.08215240666932633,0.06413753043341928,0.09117589461088227,0.12018053264476307,0.06533992956718333,0.043956927743725775,0.05957378125157911,0.06678515495196168,0.0747309861156465,-275.55255,86.67882,32.30401,36.27439,5.131308,25.564905,1.411635,13.215981,-19.303885,6.137329,7.61266,1.874003,18.773739,43.744335,15.235292,13.10287,9.366914,8.186079,8.660094,8.956681,6.876553,13.449507,7.400178,5.487995,5.568895,7.8764973,2670.9448267869393,1267.9114926168768,1.5195760087323706,5662.3850504557295,1365.3155004400264,-0.28641494964357717,19.43138168490415,21.380476848959646,25.293723421018107,17.596917207596267,16.64799656754947,19.19771814991638,37.67018978744305,3.807648621620963,7.912322527788992,6.224887146334571,4.3703986720922865,2.979487843210493,3.6652223776179897,3.4601350737867556,0.051882143373842594,0.03421643408766535,1.813206368433903,129.19921875,0
0,YElectronic_149,0.3388104420254694,0.3581672144005264,0.2788744156858878,0.18818681718504993,0.11696977288286937,0.1321115469546342,0.1981727438791319,0.2636664435185225,0.3095993432270687,0.3030942984984442,0.28213027020824444,0.2509698590046287,0.13256384734144622,0.11689958764484215,0.11858766309222164,0.1177305795849865,0.06683895184697729,0.08343745574518656,0.1574803555187809,0.18438157238842254,0.13393204281935267,0.07420858060347611,0.09295684515612397,0.10970713660927202,-277.25458,48.824738,26.859241,44.012043,-13.563839,26.95784,-13.825568,-4.5994205,-25.343557,-6.81564,1.7422916,-1.4186006,15.851277,50.92524,21.576847,12.874601,12.674958,9.783061,8.666873,7.9639187,8.825048,11.945906,8.95868,5.326618,6.7295628,7.795636,3668.221780938203,1169.0692558920923,0.7891508522019967,6434.24072265625,885.9503898153863,-0.3032561020880043,20.37176375253984,20.95863896810466,24.40531200324229,16.95176550837452,17.724081777098352,17.99914085234362,39.00277908812482,4.490782319412236,7.483307239062178,7.476214089618444,4.190689882244904,3.1333190207357493,2.426346059497806,3.1704006128290136,0.1263970269097222,0.07789879889054585,1.3334621345999709,103.359375,0
0,YElectronic_80,0.25403416801475354,0.2691772763877742,0.2677411154477481,0.30648380989744795,0.22076207144560384,0.10820532880862521,0.1830221814934682,0.30431471328069215,0.3829617908295723,0.30037551180089844,0.20924539531407838,0.14858952489824234,0.1307452061066014,0.1429577632957885,0.144981858493873,0.14318974475780846,0.11467616558434539,0.11006663966233467,0.1357328165538566,0.12088411271395583,0.14807570347104224,0.1748077767030008,0.10474716650999528,0.08534648650316078,-260.07486,53.06685,28.829027,38.981552,-7.3916497,24.62581,-10.1283865,-9.267602,-31.927092,-1.9947296,0.36108756,1.2068677,13.965808,43.58463,27.784874,15.118792,11.737988,12.094984,9.610299,11.22147,7.8487306,11.167193,6.2529902,6.816904,10.478632,7.623724,3477.740673044386,1306.690921694467,0.8118373087170017,6350.600179036458,1101.8018677753662,-0.26139971709571375,21.30256187589205,20.775480454966832,24.839382660089925,18.48067986654864,17.5013794294349,18.33629518515296,39.5298240122553,4.304451016155272,7.738928768976975,6.877391514824826,4.941705390889936,3.601599365346092,2.3839774578943786,3.653954683028816,0.1256035698784722,0.09823211961200654,1.4760553446145355,80.74951171875,0
0,YElectronic_291,0.4813532273789973,0.3131213441548906,0.19245979572568428,0.21226858110306568,0.23567475494506865,0.2380455473762544,0.20911698368450019,0.13940787545501557,0.23173535329987416,0.2465288638648552,0.17440630209927105,0.1920797253797029,0.1218814479252205,0.12652318801182147,0.12452401821771426,0.10443942424500954,0.11189797123704939,0.1980211608722577,0.13504805151363455,0.09893312473257287,0.18136354487683123,0.18541510473720602,0.13531790792932946,0.09150933608798446,-271.3606,58.284832,28.210527,38.734604,-8.23178,26.551771,-10.390293,-0.94349974,-30.320671,-4.5733314,6.340702,1.7365165,21.62964,41.28541,27.616096,19.431908,11.921876,8.916334,8.603855,5.921022,7.6315365,11.256992,7.9315495,4.796365,6.681114,6.865331,3380.207680290219,1307.835313549544,0.784079530911995,6342.226155598958,1148.5143899785905,-0.12944116511140275,22.58927649445585,21.116918775416266,26.94836715014616,20.09843414369948,19.57132336124348,20.0104102104937,39.14761995550942,4.61695418352793,6.418685406148521,8.121620774405141,5.534769149300327,5.1628003358458106,3.1248025092825347,3.308535895255695,0.10284649884259259,0.07262988210516745,1.8300150780118078,103.359375,0
0,YElectronic_364,0.23925950204377958,0.16129680271031444,0.07975639658616608,0.11323611734427662,0.16900063596311402,0.12991822382069135,0.11000000124704978,0.36782288513875583,0.5063540327595176,0.3703323217694444,0.32934429602710485,0.29388239002548683,0.07044237393682752,0.11071519543478804,0.08233763662473867,0.05706810734212802,0.06696470427998943,0.1233013776955839,0.14189934506192659,0.06649460233146855,0.15256787696479215,0.08045522468188551,0.08833572221450783,0.08539461950296791,-259.09927,74.00772,27.16807,30.884802,3.3691869,28.109324,0.63207865,14.024346,-14.34861,7.3658137,8.204549,2.7170355,21.00464,33.401585,23.514875,17.484877,8.679811,7.8917704,8.8536625,10.491477,8.25784,9.305038,7.139698,5.076142,4.966176,8.110148,3248.392194207983,1579.8701325446061,0.8928813413549691,6136.36474609375,1433.291843545245,-0.16938547950562258,19.393729713991238,18.212134862511657,24.27969344703493,16.666180920976863,15.849998352423903,18.686287141214343,38.45532061336017,3.8378277603628708,5.076911397976772,5.809312781778338,3.8237076583647984,2.6992938396129307,2.7181989820975003,3.438987606935857,0.0804759837962963,0.05832210342410991,1.9074220618949964,99.38401442307692,0
0,YElectronic_97,0.40528758523287073,0.33102326627609197,0.22722219820032685,0.1653293997616017,0.16310069412631759,0.15057126497836407,0.11455552734786953,0.1575256667637349,0.27826323986977547,0.3342987774659662,0.3619977407654831,0.36908106326805373,0.05710912996849306,0.07494124474329017,0.08327061628914256,0.10692124129726112,0.13596400993301996,0.10332057438621692,0.05767177063679958,0.08429057711159883,0.10384714755105345,0.12753938378891133,0.0753651747778447,0.06304898958044214,-256.03244,40.616543,36.333855,37.458138,-15.216897,26.71465,-12.31991,-0.30645925,-30.89387,-0.7617393,2.2804906,-2.1211855,17.82179,38.379745,25.902166,17.66529,9.02527,13.038917,10.694142,7.334803,7.3456297,9.610368,8.3466015,5.386879,5.8014083,6.9449377,4054.177963297526,1247.6244367443924,0.6833991610381477,6861.614990234375,859.2432591939641,1.1788293923461315,17.912422331800574,19.996151182538338,25.206161875106925,17.799052936393508,18.030651047877026,19.35964029016977,41.754349825576575,3.5499061235605494,7.024588030938417,7.305048726412599,4.363395343321814,3.3059634185266793,2.256154645961075,3.700057022994127,0.19852701822916666,0.133662685697158,0.9876485454865477,123.046875,0
